long,lat,ASMT_YEAR,TAX_YEAR,PIN_DASH,neighborhood,assess_total_assyr,home_value,wths_wants,assessment_year,situs_addr_city,situs_addr_line_1,situs_addr_line_2,situs_addr_state_legdat,situs_addr_zip_legdat,situs_cmptaddr_direct_legdat,situs_cmptaddr_name_legdat,situs_cmptaddr_number_legdat,situs_cmptaddr_numsuf_legdat,situs_cmptaddr_suffix_legdat
-87.981035,42.36496622,2020,2019,07-20-103-021,9820330,120801,"$362,403.00",$434.88,2020,GURNEE,420 CAPITAL LN,,IL,60031,,CAPITAL,420,,LN
-87.9797448,42.36571719,2020,2019,07-20-103-014,9820330,124125,"$372,375.00",$446.85,2020,GURNEE,534 CAPITAL LN,,IL,60031,,CAPITAL,534,,LN
-87.97862067,42.36459958,2020,2019,07-20-102-061,9820330,133249,"$399,747.00",$479.70,2020,GURNEE,7112 CONGRESS CT,,IL,60031,,CONGRESS,7112,,CT
-87.98082933,42.36532308,2020,2019,07-20-103-006,9820330,135193,"$405,579.00",$486.69,2020,GURNEE,474 FREEDOM CT,,IL,60031,,FREEDOM,474,,CT
-87.98303566,42.36704689,2020,2019,07-20-102-003,9820330,134562,"$403,686.00",$484.42,2020,GURNEE,586 PATRIOT CT,,IL,60031,,PATRIOT,586,,CT
-87.98299185,42.36517538,2020,2019,07-20-102-030,9820330,132878,"$398,634.00",$478.36,2020,GURNEE,7254 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7254,,DR
-87.97868251,42.36499945,2020,2019,07-20-102-059,9820330,137804,"$413,412.00",$496.09,2020,GURNEE,7124 CONGRESS CT,,IL,60031,,CONGRESS,7124,,CT
-87.98309875,42.36677336,2020,2019,07-20-102-020,9820330,132588,"$397,764.00",$477.32,2020,GURNEE,578 PATRIOT CT,,IL,60031,,PATRIOT,578,,CT
-87.98303695,42.36635122,2020,2019,07-20-102-022,9820330,132542,"$397,626.00",$477.15,2020,GURNEE,562 PATRIOT CT,,IL,60031,,PATRIOT,562,,CT
-87.97882379,42.36538276,2020,2019,07-20-102-056,9820330,132118,"$396,354.00",$475.62,2020,GURNEE,515 CAPITAL LN,,IL,60031,,CAPITAL,515,,LN
-87.98165496,42.36615551,2020,2019,07-20-102-012,9820330,130575,"$391,725.00",$470.07,2020,GURNEE,7218 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7218,,DR
-87.98139452,42.36651223,2020,2019,07-20-102-014,9820330,130575,"$391,725.00",$470.07,2020,GURNEE,7206 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7206,,DR
-87.97897043,42.36587908,2020,2019,07-20-102-054,9820330,130442,"$391,326.00",$469.59,2020,GURNEE,539 CAPITAL LN,,IL,60031,,CAPITAL,539,,LN
-87.97974223,42.36676321,2020,2019,07-20-102-049,9820330,129985,"$389,955.00",$467.95,2020,GURNEE,599 CAPITAL LN,,IL,60031,,CAPITAL,599,,LN
-87.98080469,42.36440813,2020,2019,07-20-102-041,9820330,129847,"$389,541.00",$467.45,2020,GURNEE,431 CAPITAL LN,,IL,60031,,CAPITAL,431,,LN
-87.97883955,42.36436985,2020,2019,07-20-102-048,9820330,129396,"$388,188.00",$465.83,2020,GURNEE,7101 CONGRESS CT,,IL,60031,,CONGRESS,7101,,CT
-87.98213939,42.36679775,2020,2019,07-20-102-006,9820330,129243,"$387,729.00",$465.27,2020,GURNEE,579 PATRIOT CT,,IL,60031,,PATRIOT,579,,CT
-87.98049107,42.36541453,2020,2019,07-20-103-005,9820330,127362,"$382,086.00",$458.50,2020,GURNEE,450 FREEDOM CT,,IL,60031,,FREEDOM,450,,CT
-87.98016428,42.36621352,2020,2019,07-20-103-011,9820330,126327,"$378,981.00",$454.78,2020,GURNEE,582 CAPITAL LN,,IL,60031,,CAPITAL,582,,LN
-87.98030197,42.36647158,2020,2019,07-20-103-010,9820330,125515,"$376,545.00",$451.85,2020,GURNEE,7187 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7187,,DR
-87.97972494,42.36474719,2020,2019,07-20-102-045,9820330,125389,"$376,167.00",$451.40,2020,GURNEE,7149 CONGRESS CT,,IL,60031,,CONGRESS,7149,,CT
-87.98022079,42.36440322,2020,2019,07-20-102-043,9820330,125292,"$375,876.00",$451.05,2020,GURNEE,455 CAPITAL LN,,IL,60031,,CAPITAL,455,,LN
-87.98226794,42.3663876,2020,2019,07-20-102-008,9820330,124797,"$374,391.00",$449.27,2020,GURNEE,563 PATRIOT CT,,IL,60031,,PATRIOT,563,,CT
-87.98187694,42.36465686,2020,2019,07-20-102-037,9820330,123249,"$369,747.00",$443.70,2020,GURNEE,383 CAPITAL LN,,IL,60031,,CAPITAL,383,,LN
-87.97903169,42.36509098,2020,2019,07-20-102-058,9820330,123249,"$369,747.00",$443.70,2020,GURNEE,7136 CONGRESS CT,,IL,60031,,CONGRESS,7136,,CT
-87.98008137,42.36519511,2020,2019,07-20-103-017,9820330,123249,"$369,747.00",$443.70,2020,GURNEE,486 CAPITAL LN,,IL,60031,,CAPITAL,486,,LN
-87.98130041,42.36501102,2020,2019,07-20-103-022,9820330,122749,"$368,247.00",$441.90,2020,GURNEE,396 CAPITAL LN,,IL,60031,,CAPITAL,396,,LN
-87.98237917,42.36565365,2020,2019,07-20-102-026,9820330,122375,"$367,125.00",$440.55,2020,GURNEE,530 PATRIOT CT,,IL,60031,,PATRIOT,530,,CT
-87.98217788,42.36621305,2020,2019,07-20-102-009,9820330,121796,"$365,388.00",$438.47,2020,GURNEE,547 PATRIOT CT,,IL,60031,,PATRIOT,547,,CT
-87.98154683,42.36633766,2020,2019,07-20-102-013,9820330,133928,"$401,784.00",$482.14,2020,GURNEE,7212 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7212,,DR
-87.98251028,42.36538092,2020,2019,07-20-102-028,9820330,125872,"$377,616.00",$453.14,2020,GURNEE,7242 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7242,,DR
-87.97926866,42.3662725,2020,2019,07-20-102-052,9820320,126260,"$378,780.00",$454.54,2020,GURNEE,563 CAPITAL LN,,IL,60031,,CAPITAL,563,,LN
-87.98304369,42.36610687,2020,2019,07-20-102-023,9820320,125866,"$377,598.00",$453.12,2020,GURNEE,554 PATRIOT CT,,IL,60031,,PATRIOT,554,,CT
-87.98235052,42.36467027,2020,2019,07-20-102-035,9820320,125489,"$376,467.00",$451.76,2020,GURNEE,7259 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7259,,DR
-87.97992082,42.36445014,2020,2019,07-20-102-044,9820320,125453,"$376,359.00",$451.63,2020,GURNEE,467 CAPITAL LN,,IL,60031,,CAPITAL,467,,LN
-87.98138793,42.36441042,2020,2019,07-20-102-039,9820320,125255,"$375,765.00",$450.92,2020,GURNEE,407 CAPITAL LN,,IL,60031,,CAPITAL,407,,LN
-87.9795431,42.36454974,2020,2019,07-20-102-046,9820320,124652,"$373,956.00",$448.75,2020,GURNEE,7137 CONGRESS CT,,IL,60031,,CONGRESS,7137,,CT
-87.97886953,42.36564446,2020,2019,07-20-102-055,9820320,124469,"$373,407.00",$448.09,2020,GURNEE,527 CAPITAL LN,,IL,60031,,CAPITAL,527,,LN
-87.97976995,42.36551228,2020,2019,07-20-103-015,9820320,122251,"$366,753.00",$440.10,2020,GURNEE,510 CAPITAL LN,,IL,60031,,CAPITAL,510,,LN
-87.98120158,42.36666815,2020,2019,07-20-102-015,9820320,120966,"$362,898.00",$435.48,2020,GURNEE,7200 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7200,,DR
-87.98052853,42.36439684,2020,2019,07-20-102-042,9820320,118189,"$354,567.00",$425.48,2020,GURNEE,443 CAPITAL LN,,IL,60031,,CAPITAL,443,,LN
-87.98061275,42.3663535,2020,2019,07-20-103-009,9820320,119882,"$359,646.00",$431.58,2020,GURNEE,7193 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7193,,DR
-87.98173887,42.36587261,2020,2019,07-20-102-011,9820320,118431,"$355,293.00",$426.35,2020,GURNEE,523 PATRIOT CT,,IL,60031,,PATRIOT,523,,CT
-87.98110861,42.36542292,2020,2019,07-20-103-007,9820320,116385,"$349,155.00",$418.99,2020,GURNEE,486 FREEDOM CT,,IL,60031,,FREEDOM,486,,CT
-87.98305548,42.364362,2020,2019,07-20-102-033,9820320,130068,"$390,204.00",$468.24,2020,GURNEE,7272 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7272,,DR
-87.98021891,42.36711028,2020,2019,07-20-102-019,9820320,128375,"$385,125.00",$462.15,2020,GURNEE,7176 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7176,,DR
-87.98169492,42.36445684,2020,2019,07-20-102-038,9820320,127860,"$383,580.00",$460.30,2020,GURNEE,395 CAPITAL LN,,IL,60031,,CAPITAL,395,,LN
-87.98307559,42.36493232,2020,2019,07-20-102-031,9820320,127108,"$381,324.00",$457.59,2020,GURNEE,7260 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7260,,DR
-87.98226838,42.36704955,2020,2019,07-20-102-005,9820320,127031,"$381,093.00",$457.31,2020,GURNEE,591 PATRIOT CT,,IL,60031,,PATRIOT,591,,CT
-87.98050507,42.36496791,2020,2019,07-20-103-019,9820320,124422,"$373,266.00",$447.92,2020,GURNEE,450 CAPITAL LN,,IL,60031,,CAPITAL,450,,LN
-87.97910849,42.36609158,2020,2019,07-20-102-053,9820320,122248,"$366,744.00",$440.09,2020,GURNEE,551 CAPITAL LN,,IL,60031,,CAPITAL,551,,LN
-87.98210227,42.36488355,2020,2019,07-20-102-036,9820320,121630,"$364,890.00",$437.87,2020,GURNEE,7247 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7247,,DR
-87.98310899,42.3646722,2020,2019,07-20-102-032,9820320,120844,"$362,532.00",$435.04,2020,GURNEE,7266 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7266,,DR
-87.98070472,42.36603262,2020,2019,07-20-103-002,9820320,120327,"$360,981.00",$433.18,2020,GURNEE,485 FREEDOM CT,,IL,60031,,FREEDOM,485,,CT
-87.98043885,42.36591115,2020,2019,07-20-103-003,9820320,119882,"$359,646.00",$431.58,2020,GURNEE,473 FREEDOM CT,,IL,60031,,FREEDOM,473,,CT
-87.98051303,42.36700358,2020,2019,07-20-102-018,9820320,119374,"$358,122.00",$429.75,2020,GURNEE,7182 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7182,,DR
-87.97929185,42.36518258,2020,2019,07-20-102-057,9820320,118931,"$356,793.00",$428.15,2020,GURNEE,7148 CONGRESS CT,,IL,60031,,CONGRESS,7148,,CT
-87.98215838,42.36549262,2020,2019,07-20-102-027,9820320,117048,"$351,144.00",$421.37,2020,GURNEE,522 PATRIOT CT,,IL,60031,,PATRIOT,522,,CT
-87.98024919,42.36503671,2020,2019,07-20-103-018,9820320,115143,"$345,429.00",$414.51,2020,GURNEE,474 CAPITAL LN,,IL,60031,,CAPITAL,474,,LN
-87.97993373,42.36535541,2020,2019,07-20-103-016,9820320,115092,"$345,276.00",$414.33,2020,GURNEE,498 CAPITAL LN,,IL,60031,,CAPITAL,498,,LN
-87.98077114,42.36497901,2020,2019,07-20-103-020,9820320,114441,"$343,323.00",$411.99,2020,GURNEE,432 CAPITAL LN,,IL,60031,,CAPITAL,432,,LN
-87.98108109,42.36440007,2020,2019,07-20-102-040,9820320,113007,"$339,021.00",$406.83,2020,GURNEE,419 CAPITAL LN,,IL,60031,,CAPITAL,419,,LN
-87.98098378,42.36680948,2020,2019,07-20-102-016,9820320,124243,"$372,729.00",$447.27,2020,GURNEE,7194 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7194,,DR
-87.9795711,42.36659147,2020,2019,07-20-102-050,9820310,100750,"$302,250.00",$362.70,2020,GURNEE,587 CAPITAL LN,,IL,60031,,CAPITAL,587,,LN
-87.9827948,42.36531577,2020,2019,07-20-102-029,9820310,105512,"$316,536.00",$379.84,2020,GURNEE,7248 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7248,,DR
-87.98166493,42.36516613,2020,2019,07-20-103-024,9820310,105412,"$316,236.00",$379.48,2020,GURNEE,7235 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7235,,DR
-87.98222983,42.36434695,2020,2019,07-20-102-034,9820310,106211,"$318,633.00",$382.36,2020,GURNEE,7271 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7271,,DR
-87.98097371,42.3661138,2020,2019,07-20-103-001,9820310,99548,"$298,644.00",$358.37,2020,GURNEE,497 FREEDOM CT,,IL,60031,,FREEDOM,497,,CT
-87.9814793,42.36533099,2020,2019,07-20-103-023,9820310,98931,"$296,793.00",$356.15,2020,GURNEE,7229 PRESIDENTIAL DR,,IL,60031,,PRESIDENTIAL,7229,,DR
-87.98031178,42.36565517,2020,2019,07-20-103-004,9820310,100830,"$302,490.00",$362.99,2020,GURNEE,461 FREEDOM CT,,IL,60031,,FREEDOM,461,,CT
-87.98131477,42.36560181,2020,2019,07-20-103-008,9820310,94933,"$284,799.00",$341.76,2020,GURNEE,498 FREEDOM CT,,IL,60031,,FREEDOM,498,,CT
-87.98264169,42.36710166,2020,2019,07-20-102-004,9820310,94507,"$283,521.00",$340.23,2020,GURNEE,598 PATRIOT CT,,IL,60031,,PATRIOT,598,,CT
-87.97747488,42.36168099,2020,2019,07-20-301-160,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17680 W HORSESHOE LN,UNIT 4,IL,60031,W,HORSESHOE,17680,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-158,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17672 W HORSESHOE LN,UNIT 2,IL,60031,W,HORSESHOE,17672,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-159,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17676 W HORSESHOE LN,UNIT 3,IL,60031,W,HORSESHOE,17676,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-154,9820150,41399,"$124,197.00",$149.04,2020,GURNEE,17708 W HORSESHOE LN,UNIT 17708,IL,60031,W,HORSESHOE,17708,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-165,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17700 W HORSESHOE LN,UNIT 9,IL,60031,W,HORSESHOE,17700,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-157,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17668 W HORSESHOE LN,UNIT 1,IL,60031,W,HORSESHOE,17668,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-161,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17684 W HORSESHOE LN,UNIT 5,IL,60031,W,HORSESHOE,17684,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-163,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17692 W HORSESHOE LN,UNIT 7,IL,60031,W,HORSESHOE,17692,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-164,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17696 W HORSESHOE LN,UNIT 8,IL,60031,W,HORSESHOE,17696,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-166,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17704 W HORSESHOE LN,UNIT 10,IL,60031,W,HORSESHOE,17704,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-169,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17728 W HORSESHOE LN,UNIT 16,IL,60031,W,HORSESHOE,17728,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-171,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17736 W HORSESHOE LN,UNIT 18,IL,60031,W,HORSESHOE,17736,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-155,9820150,43709,"$131,127.00",$157.35,2020,GURNEE,17712 W HORSESHOE LN,UNIT 17712,IL,60031,W,HORSESHOE,17712,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-162,9820150,43709,"$131,127.00",$157.35,2020,GURNEE,17688 W HORSESHOE LN,UNIT 6,IL,60031,W,HORSESHOE,17688,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-170,9820150,43570,"$130,710.00",$156.85,2020,GURNEE,17732 W HORSESHOE LN,UNIT 17,IL,60031,W,HORSESHOE,17732,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-156,9820150,46518,"$139,554.00",$167.46,2020,GURNEE,17716 W HORSESHOE LN,UNIT 17716,IL,60031,W,HORSESHOE,17716,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-167,9820150,0,$0.00,$0.00,2020,GURNEE,17720 W HORSESHOE LN,UNIT 14,IL,60031,W,HORSESHOE,17720,,LN
-87.97747488,42.36168099,2020,2019,07-20-301-168,9820150,0,$0.00,$0.00,2020,GURNEE,17724 W HORSESHOE LN,UNIT 15,IL,60031,W,HORSESHOE,17724,,LN
-87.96700032,42.35864362,2020,2019,07-20-406-009,9820440,148430,"$445,290.00",$534.35,2020,GURNEE,34095 N JENNA LN,,IL,60031,N,JENNA,34095,,LN
-87.96619648,42.35827202,2020,2019,07-20-407-002,9820440,143460,"$430,380.00",$516.46,2020,GURNEE,34106 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34106,,LN
-87.96753105,42.35897683,2020,2019,07-20-406-007,9820440,142304,"$426,912.00",$512.29,2020,GURNEE,34117 N JENNA LN,,IL,60031,N,JENNA,34117,,LN
-87.96727565,42.35881388,2020,2019,07-20-406-008,9820440,140646,"$421,938.00",$506.33,2020,GURNEE,34097 N JENNA LN,,IL,60031,N,JENNA,34097,,LN
-87.96509488,42.35698785,2020,2019,07-20-405-022,9820440,133498,"$400,494.00",$480.59,2020,GURNEE,34019 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34019,,LN
-87.96752419,42.3582732,2020,2019,07-20-404-015,9820440,137023,"$411,069.00",$493.28,2020,GURNEE,34086 N JENNA LN,,IL,60031,N,JENNA,34086,,LN
-87.96826641,42.35911501,2020,2019,07-20-404-010,9820440,135730,"$407,190.00",$488.63,2020,GURNEE,34134 N JENNA LN,,IL,60031,N,JENNA,34134,,LN
-87.96791304,42.35853065,2020,2019,07-20-404-013,9820440,132584,"$397,752.00",$477.30,2020,GURNEE,34102 N JENNA LN,,IL,60031,N,JENNA,34102,,LN
-87.96608653,42.35801855,2020,2019,07-20-407-004,9820440,131804,"$395,412.00",$474.49,2020,GURNEE,34090 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34090,,LN
-87.96650477,42.3577697,2020,2019,07-20-407-005,9820440,129679,"$389,037.00",$466.84,2020,GURNEE,34063 N JENNA LN,,IL,60031,N,JENNA,34063,,LN
-87.96648711,42.3569134,2020,2019,07-20-404-019,9820440,124535,"$373,605.00",$448.33,2020,GURNEE,34052 N JENNA LN,,IL,60031,N,JENNA,34052,,LN
-87.96575735,42.35690756,2020,2019,07-20-404-022,9820440,121108,"$363,324.00",$435.99,2020,GURNEE,34026 N JENNA LN,,IL,60031,N,JENNA,34026,,LN
-87.96833106,42.35950923,2020,2019,07-20-404-008,9820440,121071,"$363,213.00",$435.86,2020,GURNEE,34150 N JENNA LN,,IL,60031,N,JENNA,34150,,LN
-87.96645098,42.3587702,2020,2019,07-20-406-011,9820440,120038,"$360,114.00",$432.14,2020,GURNEE,17140 W VISTA RIDGE DR,,IL,60031,W,VISTA RIDGE,17140,,DR
-87.96603857,42.35691161,2020,2019,07-20-404-021,9820440,116295,"$348,885.00",$418.66,2020,GURNEE,34038 N JENNA LN,,IL,60031,N,JENNA,34038,,LN
-87.96595981,42.35778402,2020,2019,07-20-407-006,9820440,147646,"$442,938.00",$531.53,2020,GURNEE,34074 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34074,,LN
-87.96694415,42.35696338,2020,2019,07-20-404-017,9820440,142280,"$426,840.00",$512.21,2020,GURNEE,34076 N JENNA LN,,IL,60031,N,JENNA,34076,,LN
-87.96617037,42.35916435,2020,2019,07-20-406-006,9820440,141426,"$424,278.00",$509.13,2020,GURNEE,34221 N JENNA LN,,IL,60031,N,JENNA,34221,,LN
-87.96813456,42.35867573,2020,2019,07-20-404-012,9820440,140139,"$420,417.00",$504.50,2020,GURNEE,34110 N JENNA LN,,IL,60031,N,JENNA,34110,,LN
-87.96617267,42.35877319,2020,2019,07-20-406-012,9820440,139413,"$418,239.00",$501.89,2020,GURNEE,17130 W VISTA RIDGE DR,,IL,60031,W,VISTA RIDGE,17130,,DR
-87.96672103,42.35878746,2020,2019,07-20-406-010,9820440,135664,"$406,992.00",$488.39,2020,GURNEE,17150 W VISTA RIDGE DR,,IL,60031,W,VISTA RIDGE,17150,,DR
-87.96659904,42.35823047,2020,2019,07-20-407-001,9820440,135008,"$405,024.00",$486.03,2020,GURNEE,34087 N JENNA LN,,IL,60031,N,JENNA,34087,,LN
-87.96657998,42.35748575,2020,2019,07-20-407-007,9820440,133345,"$400,035.00",$480.04,2020,GURNEE,34051 N JENNA LN,,IL,60031,N,JENNA,34051,,LN
-87.96577748,42.35746965,2020,2019,07-20-407-010,9820440,132400,"$397,200.00",$476.64,2020,GURNEE,34025 N JENNA LN,,IL,60031,N,JENNA,34025,,LN
-87.96826516,42.3589482,2020,2019,07-20-404-011,9820440,132004,"$396,012.00",$475.21,2020,GURNEE,34126 N JENNA LN,,IL,60031,N,JENNA,34126,,LN
-87.9677152,42.35839965,2020,2019,07-20-404-014,9820440,126554,"$379,662.00",$455.59,2020,GURNEE,34094 N JENNA LN,,IL,60031,N,JENNA,34094,,LN
-87.96606761,42.35747151,2020,2019,07-20-407-009,9820440,126471,"$379,413.00",$455.30,2020,GURNEE,34037 N JENNA LN,,IL,60031,N,JENNA,34037,,LN
-87.96654367,42.35798291,2020,2019,07-20-407-003,9820440,124332,"$372,996.00",$447.60,2020,GURNEE,34075 N JENNA LN,,IL,60031,N,JENNA,34075,,LN
-87.96689679,42.35916943,2020,2019,07-20-406-003,9820440,130043,"$390,129.00",$468.15,2020,GURNEE,34197 N JENNA LN,,IL,60031,N,JENNA,34197,,LN
-87.96626277,42.35691233,2020,2019,07-20-404-020,9820440,103794,"$311,382.00",$373.66,2020,GURNEE,34040 N JENNA LN,,IL,60031,N,JENNA,34040,,LN
-87.96760393,42.35972462,2020,2019,07-20-404-003,9820440,109220,"$327,660.00",$393.19,2020,GURNEE,34174 N JENNA LN,,IL,60031,N,JENNA,34174,,LN
-87.96552291,42.35923648,2020,2019,07-20-405-007,9820440,1241,"$3,723.00",$4.47,2020,GURNEE,34171 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34171,,LN
-87.9679046,42.35978945,2020,2019,07-20-404-002,9820440,94553,"$283,659.00",$340.39,2020,GURNEE,34166 N JENNA LN,,IL,60031,N,JENNA,34166,,LN
-87.9648658,42.35905461,2020,2019,07-20-405-009,9820440,1014,"$3,042.00",$3.65,2020,GURNEE,17063 W JENNA CT,,IL,60031,W,JENNA,17063,,CT
-87.96827468,42.35929238,2020,2019,07-20-404-009,9820440,103587,"$310,761.00",$372.91,2020,GURNEE,34142 N JENNA LN,,IL,60031,N,JENNA,34142,,LN
-87.96509294,42.35680407,2020,2019,07-20-405-023,9820440,996,"$2,988.00",$3.59,2020,GURNEE,34007 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34007,,LN
-87.96509707,42.35735367,2020,2019,07-20-405-020,9820440,988,"$2,964.00",$3.56,2020,GURNEE,34043 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34043,,LN
-87.96509598,42.35717076,2020,2019,07-20-405-021,9820440,988,"$2,964.00",$3.56,2020,GURNEE,34031 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34031,,LN
-87.96518145,42.35782147,2020,2019,07-20-405-017,9820440,984,"$2,952.00",$3.54,2020,GURNEE,34071 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34071,,LN
-87.96529779,42.35798793,2020,2019,07-20-405-016,9820440,933,"$2,799.00",$3.36,2020,GURNEE,34081 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34081,,LN
-87.96552975,42.35831217,2020,2019,07-20-405-014,9820440,906,"$2,718.00",$3.26,2020,GURNEE,34107 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34107,,LN
-87.967121,42.35917013,2020,2019,07-20-406-002,9820440,99896,"$299,688.00",$359.63,2020,GURNEE,34189 N JENNA LN,,IL,60031,N,JENNA,34189,,LN
-87.9655264,42.35902568,2020,2019,07-20-405-010,9820440,904,"$2,712.00",$3.25,2020,GURNEE,34157 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34157,,LN
-87.96552727,42.35884829,2020,2019,07-20-405-011,9820440,904,"$2,712.00",$3.25,2020,GURNEE,34145 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34145,,LN
-87.96552828,42.35867092,2020,2019,07-20-405-012,9820440,904,"$2,712.00",$3.25,2020,GURNEE,34133 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34133,,LN
-87.96552869,42.35849361,2020,2019,07-20-405-013,9820440,902,"$2,706.00",$3.25,2020,GURNEE,34121 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34121,,LN
-87.96712179,42.35973171,2020,2019,07-20-404-005,9820440,119328,"$357,984.00",$429.58,2020,GURNEE,34190 N JENNA LN,,IL,60031,N,JENNA,34190,,LN
-87.96689758,42.35973101,2020,2019,07-20-404-006,9820440,100088,"$300,264.00",$360.32,2020,GURNEE,34198 N JENNA LN,,IL,60031,N,JENNA,34198,,LN
-87.96555091,42.35972675,2020,2019,07-20-405-003,9820440,101369,"$304,107.00",$364.93,2020,GURNEE,17094 W JENNA CT,,IL,60031,W,JENNA,17094,,CT
-87.9653267,42.35972604,2020,2019,07-20-405-004,9820440,118920,"$356,760.00",$428.11,2020,GURNEE,17082 W JENNA CT,,IL,60031,W,JENNA,17082,,CT
-87.96825406,42.35974713,2020,2019,07-20-404-001,9820440,114992,"$344,976.00",$413.97,2020,GURNEE,34158 N JENNA LN,,IL,60031,N,JENNA,34158,,LN
-87.96661022,42.35973273,2020,2019,07-20-404-007,9820440,127481,"$382,443.00",$458.93,2020,GURNEE,34206 N JENNA LN,,IL,60031,N,JENNA,34206,,LN
-87.96748485,42.35922559,2020,2019,07-20-406-001,9820440,110644,"$331,932.00",$398.32,2020,GURNEE,34155 N JENNA LN,,IL,60031,N,JENNA,34155,,LN
-87.96604452,42.35973125,2020,2019,07-20-405-001,9820440,108436,"$325,308.00",$390.37,2020,GURNEE,17118 W JENNA CT,,IL,60031,W,JENNA,17118,,CT
-87.96508598,42.35754983,2020,2019,07-20-405-019,9820440,124223,"$372,669.00",$447.20,2020,GURNEE,34055 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34055,,LN
-87.96484892,42.35969988,2020,2019,07-20-405-006,9820440,122612,"$367,836.00",$441.40,2020,GURNEE,17062 W JENNA CT,,IL,60031,W,JENNA,17062,,CT
-87.96514716,42.35905026,2020,2019,07-20-405-008,9820440,101721,"$305,163.00",$366.20,2020,GURNEE,17073 W JENNA CT,,IL,60031,W,JENNA,17073,,CT
-87.96509286,42.35972471,2020,2019,07-20-405-005,9820440,101622,"$304,866.00",$365.84,2020,GURNEE,17072 W JENNA CT,,IL,60031,W,JENNA,17072,,CT
-87.96540039,42.35815274,2020,2019,07-20-405-015,9820440,113873,"$341,619.00",$409.94,2020,GURNEE,34093 N PARTRIDGE LN,,IL,60031,N,PARTRIDGE,34093,,LN
-87.96667259,42.35916872,2020,2019,07-20-406-004,9820440,111651,"$334,953.00",$401.94,2020,GURNEE,34205 N JENNA LN,,IL,60031,N,JENNA,34205,,LN
